row,id,nation,localita,titolo,data_incoronazione,autorizza,data_verificata,incoronazione,match,image_id,image_locality,image_title,image_dates,image_series,date_agrees,annotazioni
23,76,Italia,Roma,Madonna di Loreto,12-12-1644,Capitolo,sì,1,church+title+year,santa-maria-di-loreto-in-s-salvator-in-lauro-rom,"Rome, San Salvatore in Lauro",Santa Maria di Loreto in S. Salvator in Lauro,1644,LIT,yes,Bombelli: corona al Bambino due anni dopo l'incoronazione. Briccolani: corona al Bambino anno 1646.
24,80,Italia,Roma,Madonna con Bambino,5-1-1645,Capitolo,sì,1,,,,,,,,
25,5,Città del Vaticano,Città del Vaticano,Madonna della Colonna,7-2-1645,Capitolo,sì,1,rome-title+title+year,santa-maria-della-colonna-nella-basilica-vatican,"Rome, Vatican Basilica (Madonna della Colonna)",Santa Maria della Colonna nella Basilica Vaticana,1645-01-01,LIT,yes,Bombelli: corona al Bambino 11 ottobre 1645 con richiesta del giorno 12 giugno 1645. Briccolani: corona al Bambino anno 1645. ERR - Frate Anselmo: data l'incoronazione 1 gennaio 1645.
26,41,Italia,Roma,Santa Maria dell'Intercessione,17-6-1645,Capitolo,sì,1,church+title+year,santa-maria-nella-chiesa-di-s-alessio-rome-sant,"Rome, Sant'Alessio",Santa Maria nella Chiesa di S. Alessio,1645,LIT,yes,
27,6,Città del Vaticano,Città del Vaticano,Madonna della Colonna,11-10-1645,Capitolo,sì,1,rome-title+title+year,santa-maria-della-colonna-nella-basilica-vatican,"Rome, Vatican Basilica (Madonna della Colonna)",Santa Maria della Colonna nella Basilica Vaticana,1645-01-01,LIT,yes,
28,145,Italia,Roma,Santa Maria in Santa Marta,20-11-1645,Capitolo,sì,1,church+title+year,santa-maria-dentro-il-monastero-di-s-marta-al-co,"Rome, Santa Marta al Collegio Romano",Santa Maria dentro il Monastero di S. Marta al Collegio Romano,1645-11-20,LIT,yes,Bombelli: corona al Bambino 1 settembre 1646. Briccolani: corona al Bambino 1646.
29,102,Italia,Roma,Madonna dei Miracoli,11-1-1646,Capitolo,sì,1,church+title+year,santa-maria-de-miracoli-sulla-piazza-del-popolo,"Rome, Santa Maria dei Miracoli",Santa Maria de' Miracoli sulla Piazza del Popolo,1645,LIT,±1,ERR - Bombelli: data di incoronazione anno 1645 nella didascalia sotto l'immagine. Briccolani: corona al Bambino anno 1667.
30,127,Italia,Roma,Madonna del Pozzo,17-1-1646,Capitolo,sì,1,church+year,santa-maria-in-via-rome-santa-maria-in-via,"Rome, Santa Maria in Via",Santa Maria in Via,1646,LIT,yes,ERR - Frate Anselmo: data l'incoronazione 2 gennaio 1646.
31,111,Italia,Roma,Madonna della Purità,16-4-1646,Capitolo,sì,1,church+title+year,santa-maria-della-purita-in-borgo-rome-santa-mar,"Rome, Santa Maria della Purità in Borgo",Santa Maria della Purità in Borgo,1646-04-16,LIT,yes,Briccolani: corona al Bambino anno 1651. La data del decreto è posteriore a quella dell'incoronazione.
32,146,Italia,Roma,Santa Maria in Santa Marta,1-9-1646,Capitolo,sì,1,church+title+year,santa-maria-dentro-il-monastero-di-s-marta-al-co,"Rome, Santa Marta al Collegio Romano",Santa Maria dentro il Monastero di S. Marta al Collegio Romano,1645-11-20,LIT,±1,Bombelli: corona al Bambino 1 settembre 1646. Briccolani: corona al Bambino 1646.
33,114,Italia,Roma,Madonna della Scala,10-10-1646,Capitolo,sì,1,church+title+year,santa-maria-della-scala-in-trastevere-rome-santa,"Rome, Santa Maria della Scala (Trastevere)",Santa Maria della Scala in Trastevere,1646-10-10,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
34,77,Italia,Roma,Madonna di Loreto,#-#-1646,Capitolo,sì,1,church+title,santa-maria-di-loreto-in-s-salvator-in-lauro-rom,"Rome, San Salvatore in Lauro",Santa Maria di Loreto in S. Salvator in Lauro,1644,LIT,no,
35,138,Italia,Roma,Santa Maria in Fonte,8-6-1647,Capitolo,sì,1,church+title+year,santa-maria-in-fonte-rome-san-giovanni-in-fonte,"Rome, San Giovanni in Fonte (Lateran baptistery)",Santa Maria in Fonte,1647,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
36,109,Italia,Roma,Madonna delle Grazie,14-8-1647,Capitolo,sì,1,church+title+year,santa-maria-delle-grazie-nella-chiesa-della-cons,"Rome, Santa Maria delle Grazie al Foro Romano",Santa Maria delle Grazie nella Chiesa della Consolazione,1647,LIT,yes,Frate Anselmo: la colloca nell'Ospedale di Santa Maria della Consolazione.
37,69,Italia,Roma,Madonna delle Grotte,21-11-1647,Capitolo,sì,1,church+year,santa-maria-nel-monastero-de-ss-domenico-e-sisto,"Rome, Santi Domenico e Sisto (Magnanapoli), inner monastery","Santa Maria nel Monastero de' SS. Domenico, e Sisto",1647,LIT,yes,ERR - Frate Anselmo: la titola Madonna della Grotta.
38,8,Città del Vaticano,Città del Vaticano,Madonna del Soccorso,#-#-1647,Capitolo,sì,1,rome-title+title,madonna-del-soccorso-rome-vatican-basilica-cappe,"Rome, Vatican Basilica (Cappella Gregoriana)",Madonna del Soccorso,1643-11-17,LIT,no,ERR - Frate Anselmo: data l'incoronazione 17 novembre 1643.
39,49,Italia,Roma,Madonna del Rifugio,4-1-1648,#,no,#,church+year,santa-maria-della-salute-in-s-lorenzo-in-lucina,"Rome, San Lorenzo in Lucina",Santa Maria della Salute in S. Lorenzo in Lucina,1648,LIT,yes,Briccolani: non la cita. ERR - Frate Anselmo: riporta questa incoronazione che non esiste.
40,45,Italia,Roma,Madonna in San Giovanni dei Fiorentini,7-6-1648,Capitolo,sì,1,church+title+year,santa-maria-della-misericordia-in-s-giovanni-de,"Rome, San Giovanni dei Fiorentini",Santa Maria della Misericordia in S. Giovanni de Fiorentini,1648,LIT,yes,
41,50,Italia,Roma,Madonna della Sanità,26-7-1648,Capitolo,sì,1,church+title+year,santa-maria-della-salute-in-s-lorenzo-in-lucina,"Rome, San Lorenzo in Lucina",Santa Maria della Salute in S. Lorenzo in Lucina,1648,LIT,yes,Bombelli: corona alla Madonna e al Bambino. ERR - Frate Anselmo: data l'incoronazione 3 gennaio 1648. La data del decreto è posteriore a quella dell'incoronazione.
42,140,Italia,Roma,Santa Maria in Vallicella,9-7-1649,Capitolo,sì,1,church+title+year,santa-maria-in-vallicella-detta-la-chiesa-nuova,"Rome, Santa Maria in Vallicella",Santa Maria in Vallicella detta la Chiesa Nuova,1649,LIT,yes,
43,98,Italia,Roma,Madonna delle Catene,31-1-1650,Capitolo,sì,1,church+year,santa-maria-in-s-silvestro-a-monte-cavallo-rome,"Rome, San Silvestro al Quirinale",Santa Maria in S. Silvestro a Monte Cavallo,1650,LIT,yes,
44,87,Italia,Roma,Madonna di San Giovannino,3-6-1650,Capitolo,sì,1,church+title+year,santa-maria-in-s-giovannino-in-campo-marzo-de-pp,"Rome, San Giovannino in Campo Marzio (Mercedarians)",Santa Maria in S. Giovannino in Campo Marzo de' PP. della Mercede,1650-06-03,LIT,yes,
45,122,Italia,Roma,Santa Maria in Portico,26-11-1650,Capitolo,sì,1,church+year,santa-maria-in-portico-in-campitelli-rome-santa,"Rome, Santa Maria in Portico in Campitelli",Santa Maria in Portico in Campitelli,1650,LIT,yes,Bombelli:la titola Santa Maria in Portico in Campitelli. Briccolani: la titola Santa Maria in Portico in Campitelli.
46,130,Italia,Roma,Madonna di Costantinopoli,26-1-1651,Capitolo,sì,1,church+title+year,santa-maria-di-costantinopoli-a-capo-le-case-rom,"Rome, Santa Maria di Costantinopoli a Capo le Case",Santa Maria di Costantinopoli a capo le Case,1651-01-26,LIT,yes,ERR - Frate Anselmo: dat al'incoronazione 5 gennaio 1651.
47,93,Italia,Roma,Madonna delle Grazie,2-7-1651,Capitolo,sì,1,church+year,santa-maria-in-s-paolino-alla-regola-rome-san-pa,"Rome, San Paolino alla Regola",Santa Maria in S. Paolino alla Regola,1651,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
48,141,Italia,Roma,Santa Maria in Campitelli,2-7-1651,Capitolo,sì,1,church+title+year,santa-maria-nell-oratorio-di-campitelli-rome-ora,"Rome, Oratorio di Campitelli",Santa Maria nell'Oratorio di Campitelli,1651,LIT,yes,Bombelli: la titola Madonna nell'Oratorio del Collegio de' PP. di Campitelli Briccolani: la titola Santa Maria nell'Oratorio in Campitelli.
49,42,Italia,Roma,Madonna della Salute,#-#-1651,Capitolo,sì,1,church+year,santa-maria-in-s-cosma-e-damiano-in-campo-vaccin,"Rome, Santi Cosma e Damiano","Santa Maria in S. Cosma, e Damiano in Campo Vaccino",1651,LIT,yes,ERR - Frate Anselmo: riporta come data di incoronazione la data del decreto; titola Madonna in SS. Cosma e Damiano in Campo Vaccino. Bombelli: corona alla Madonna e al Bambino.
50,105,Italia,Roma,Madonna del Pianto,#-#-1651,Capitolo,sì,1,church+title,santa-maria-del-pianto-rome-santa-maria-del-pian,"Rome, Santa Maria del Pianto",Santa Maria del Pianto,1643,LIT,no,
51,112,Italia,Roma,Madonna della Purità,#-#-1651,Capitolo,sì,1,church+title,santa-maria-della-purita-in-borgo-rome-santa-mar,"Rome, Santa Maria della Purità in Borgo",Santa Maria della Purità in Borgo,1646-04-16,LIT,no,
52,125,Italia,Roma,Madonna del Carmine,#-#-1651,Capitolo,sì,1,,,,,,,,
53,135,Italia,Roma,Santa Maria Liberatrice,7-1-1652,Capitolo,sì,1,church+year,santa-maria-nella-chiesa-di-s-anna-alli-falegnam,"Rome, Sant'Anna dei Falegnami",Santa Maria nella Chiesa di S. Anna alli Falegnami,1652,LIT,yes,
54,186,Italia,Avigliana,Madonna dei Laghi,14-4-1652,#,no,#,,,,,,,,"Briccolani: non la cita. ERR - Frate Anselmo: riporta questa incoronazione, ma non fu decretata dal Capitolo Vaticano."
55,52,Italia,Roma,Madonna della Rotonda,8-9-1652,Capitolo,sì,1,church+title+year,santa-maria-ad-martires-detta-la-rotonda-rome-pa,"Rome, Pantheon (Santa Maria ad Martyres)","Santa Maria ad Martires, detta la Rotonda",1652-09-08,LIT,yes,ERR - Frate Anselmo: data l'incoronazione 20 luglio 1652.
56,123,Italia,Roma,Santa Maria in Posterula,20-7-1653,Capitolo,sì,1,church+year,santa-maria-in-posterola-all-orso-rome-santa-mar,"Rome, Santa Maria in Posterula",Santa Maria in Posterola all'Orso,1653,LIT,yes,
57,128,Italia,Roma,Madonna Liberatrice,4-8-1653,Capitolo,sì,1,church+title+year,santa-maria-liberatrice-in-campo-vaccino-rome-sa,"Rome, Santa Maria Liberatrice",Santa Maria Liberatrice in Campo Vaccino,1653,LIT,yes,"ERR - Frate Anselmo: riporta come data di incoronazione la data del decreto; la colloca nella chiesa di Santa Maria Liberatrice in Campo Vaccino, già demolita."
58,66,Italia,Roma,Madonna nel Portico,15-8-1653,Capitolo,sì,1,church+year,santa-maria-nel-portico-di-s-apollinare-rome-san,"Rome, Sant'Apollinare (portico)",Santa Maria nel Portico di S. Apollinare,1653,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
59,157,Italia,Ceranesi,Santa Maria della Guardia,31-5-1654,#,no,#,,,,,,,,Briccolani: non la cita. Frate Anselmo: non la cita.
60,75,Italia,Roma,Madonna Ausiliatrice,21-7-1654,Capitolo,sì,1,church+year,santa-maria-nella-chiesa-della-trinita-de-pelleg,"Rome, Santissima Trinità dei Pellegrini",Santa Maria nella Chiesa della Trinità de' Pellegrini,1654-06-21,LIT,yes,ERR - Frate Anselmo: la titola Santa Maria di Strada di Valle. ERR - Bombelli: erra la data (1954).
61,62,Italia,Roma,Madonna del Rosario,15-12-1654,Capitolo,sì,1,church+title,santa-maria-del-rosario-nella-chiesa-di-santa-ma,"Rome, Santa Maria sopra Minerva",Santa Maria del Rosario nella Chiesa di Santa Maria,1640; 1644-08-28,LIT,no,
62,97,Italia,Roma,Madonna delle Grazie,15-12-1654,Capitolo,sì,1,church+title+year,santa-maria-delle-grazie-in-s-salvator-in-lauro,"Rome, San Salvatore in Lauro",Santa Maria delle Grazie in S. Salvator in Lauro,1654,LIT,yes,
63,136,Italia,Roma,Madonna in Santo Spirito in Sassia,5-4-1655,Capitolo,sì,1,church+title+year,santa-maria-in-s-spirito-in-sassia-rome-santo-sp,"Rome, Santo Spirito in Sassia",Santa Maria in S. Spirito in Sassia,1655,LIT,yes,
64,107,Italia,Roma,Madonna Advocata,2-7-1655,Capitolo,sì,1,church+year,santa-maria-nella-chiesa-delle-monache-di-campo,"Rome, Santa Maria in Campo Marzio (nuns)",Santa Maria nella Chiesa delle Monache di Campo Marzo,1655,LIT,yes,Frate Anselmo: la titola Madonna delle Monache.
65,63,Italia,Roma,Madonna di Santa Prassede,16-8-1655,Capitolo,sì,1,church+year,santa-maria-in-s-prasede-rome-santa-prassede,"Rome, Santa Prassede",Santa Maria in S. Prasede,1655,LIT,yes,
66,120,Italia,Roma,Madonna di Monserrato,8-4-1656,Capitolo,sì,1,church+title+year,santa-maria-di-monserrato-rome-santa-maria-di-mo,"Rome, Santa Maria di Monserrato",Santa Maria di Monserrato,1656-04-08,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
67,118,Italia,Roma,Madonna dell'Orto,19-8-1657,Capitolo,sì,1,church+title+year,santa-maria-dell-orto-in-trastevere-rome-santa-m,"Rome, Santa Maria dell'Orto",Santa Maria dell'Orto in Trastevere,1657-08-19,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
68,95,Italia,Roma,Mater Divinae Gratiae,21-1-1658,Capitolo,sì,1,church+year,santa-maria-nella-chiesa-di-s-rocco-a-ripetta-ro,"Rome, San Rocco a Ripetta",Santa Maria nella Chiesa di S. Rocco a Ripetta,1658-01-21,LIT,yes,
69,88,Italia,Roma,Madonna di San Gregorio,14-9-1658,Capitolo,sì,1,church+title+year,santa-maria-nella-cappella-salviati-in-s-gregori,"Rome, San Gregorio al Celio (Cappella Salviati)",Santa Maria nella Cappella Salviati in S. Gregorio al Monte Celio,1658-09-14,LIT,yes,
70,147,Italia,Roma,Madonna del Sole,7-12-1658,Capitolo,sì,1,church+year,santa-maria-nell-oratorio-di-s-marcello-rome-ora,"Rome, Oratorio del Crocifisso di San Marcello",Santa Maria nell'Oratorio di S. Marcello,1658,LIT,yes,ERR - Frate Anselmo: data l'incoronazione 16 gennaio 1658 e nell'Oratorio di San Marcello.
71,43,Italia,Roma,Madonna del Carmine,20-1-1659,Capitolo,sì,1,church+year,santa-maria-in-s-martino-a-monti-rome-san-martin,"Rome, San Martino ai Monti",Santa Maria in S. Martino a' Monti,1659,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
72,59,Italia,Roma,Madonna della Clemenza,2-11-1659,Capitolo,sì,1,church+title+year,santa-maria-della-clemenza-in-santa-maria-in-tra,"Rome, Santa Maria in Trastevere (Madonna della Clemenza)",Santa Maria della Clemenza in Santa Maria in Trastevere,1659-11-02,LIT,yes,
73,57,Italia,Roma,Madonna di Monte Santo,3-12-1659,Capitolo,sì,1,church+title+year,santa-maria-di-monte-santo-sulla-piazza-del-popo,"Rome, Santa Maria di Montesanto",Santa Maria di Monte Santo sulla piazza del Popolo,1659,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
74,84,Italia,Roma,Madonna dei Miracoli,5-12-1659,Capitolo,sì,1,church+year,santa-maria-nella-chiesa-di-s-giacomo-degl-incur,"Rome, San Giacomo degli Incurabili",Santa Maria nella Chiesa di S. Giacomo degl'Incurabili,1659,LIT,yes,Bombelli: corona alla Madonna e al Bambino. Frate Anselmo: la colloca nell'Ospedale di San Giacomo degli Incurabili; la titola Madonna di San Giacomo.
75,31,Italia,Fontanellato,Santa Maria del Rosario,18-8-1660,#,no,#,place+title+year,madonna-del-rosario-di-fontanellato-fontanellato,Fontanellato,Madonna del Rosario di Fontanellato,1660; 1925,AAS+ASS,yes,Briccolani: non la cita. ERR - Frate Anselmo: data l'incoronazione 15 agosto 1660.
76,119,Italia,Roma,Madonna di Loreto dei Fornari,7-9-1660,Capitolo,sì,1,church+title+year,santa-maria-di-loreto-a-colonna-trajana-rome-san,"Rome, Santa Maria di Loreto (Colonna Traiana)",Santa Maria di Loreto a Colonna Trajana,1660,LIT,yes,"ERR - Bombelli: nella descrizione riporta l'anno 1760, nell'immagine 1660."
77,86,Italia,Roma,Madonna della Misericordia,6-11-1661,Capitolo,sì,1,church+title,santa-maria-della-misericordia-in-s-giovanni-de,"Rome, San Giovanni dei Fiorentini",Santa Maria della Misericordia in S. Giovanni de Fiorentini,1648,LIT,no,Bombelli: corona alla Madonna e al Bambino.
78,117,Italia,Roma,Madonna dell'Orazione,6-11-1661,Capitolo,sì,1,church+title+year,santa-maria-dell-orazione-nella-chiesa-della-mor,"Rome, Santa Maria dell'Orazione e Morte",Santa Maria dell'Orazione nella Chiesa della Morte a strada Giulia,1661,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
79,185,Italia,"Garessio, frazione di Valsorda",Madonna delle Grazie,29-5-1662,#,no,#,,,,,,,,Briccolani: non la cita. ERR - Frate Anselmo: data l'incoronazione 23 gennaio 1662.
80,51,Italia,Roma,Santa Maria Nuova,12-9-1662,Capitolo,sì,1,church+year,santa-maria-in-s-francesca-romana-in-campo-vacci,"Rome, Santa Francesca Romana",Santa Maria in S. Francesca Romana in Campo Vaccino,1662,LIT,yes,
81,44,Italia,Roma,Madonna del Carmine,7-10-1662,Capitolo,sì,1,church+year,santa-maria-in-s-grisogono-in-trastevere-rome-sa,"Rome, San Crisogono",Santa Maria in S. Grisogono in Trastevere,1662-10-07,LIT,yes,"Bombelli: Mario Maffei Decano, e Bernardino Casali fecero la consegna delle corone al P. Emilio Boino, priore del convento."
82,83,Italia,Roma,Madonna di Scossacavalli,19-3-1664,Capitolo,sì,1,church+year,santa-maria-in-s-giacomo-scosciacavalli-rome-san,"Rome, San Giacomo Scossacavalli",Santa Maria in S. Giacomo Scosciacavalli,1664,LIT,yes,
83,85,Italia,Roma,Madonna della Lampada,19-3-1664,Capitolo,sì,1,church+year,santa-maria-in-s-giovanni-calabita-all-isola-rom,"Rome, San Giovanni Calibita",Santa Maria in S. Giovanni Calabita all'Isola,1664-03-19,LIT,yes,ERR - Frate Anselmo: data l'incoronazione 24 gennaio 1664.
84,68,Italia,Roma,Madonna delle Grazie,17-5-1665,Capitolo,sì,1,church+year,santa-maria-in-s-celso-in-banchi-rome-santi-cels,"Rome, Santi Celso e Giuliano",Santa Maria in S. Celso in Banchi,1665-05-17,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
85,150,Italia,Roma,Madonna del Sole,18-5-1665,Capitolo,sì,1,church+title+year,santa-maria-del-sole-incontro-alla-bocca-della-v,"Rome, Santa Maria del Sole",Santa Maria del Sole incontro alla Bocca della Verità,1665; 1669-05-18,LIT,yes,"Bombelli: corona alla Madonna e al Bambino. ERR - Bombelli: data l'incoronazione il 18 maggio 1669 nel testo, mentre la data nell'immagine iniziale è 1665. Frate Anselmo: la colloca incontro la Bocca della Verità."
86,106,Italia,Roma,Madonna del Suffragio,25-1-1666,Capitolo,sì,1,church+title+year,santa-maria-nella-chiesa-del-suffraggio-rome-san,"Rome, Santa Maria del Suffragio",Santa Maria nella Chiesa del Suffraggio,1666,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
87,99,Italia,Roma,Madonna del Gonfalone,30-4-1666,Capitolo,sì,1,church+year,santa-maria-nella-chiesa-di-s-lucia-del-confalon,"Rome, Santa Lucia del Gonfalone",Santa Maria nella Chiesa di S. Lucia del Confalone,1666-04-30,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
88,54,Italia,Roma,Madonna del Popolo,6-9-1667,Capitolo,sì,1,church+title,santa-maria-de-miracoli-sulla-piazza-del-popolo,"Rome, Santa Maria dei Miracoli",Santa Maria de' Miracoli sulla Piazza del Popolo,1645,LIT,no,
89,81,Italia,Roma,Madonna del Rimedio,7-9-1667,Capitolo,sì,1,church+year,santa-maria-in-s-dionigi-alle-quattro-fontane-ro,"Rome, San Dionigi alle Quattro Fontane",Santa Maria in S. Dionigi alle quattro Fontane,1667-09-07,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
90,100,Italia,Roma,Madonna degli Angeli,21-11-1667,Capitolo,sì,1,church+year,santa-maria-in-s-lucia-della-tinta-rome-santa-lu,"Rome, Santa Lucia della Tinta",Santa Maria in S. Lucia della Tinta,1667,LIT,yes,Bombelli: non fornisce la data di incoronazione. ERR - Frate Anselmo: data l'incoronazione 23 maggio 1667.
91,103,Italia,Roma,Madonna dei Miracoli,#-#-1667,Capitolo,sì,1,church+title,santa-maria-de-miracoli-sulla-piazza-del-popolo,"Rome, Santa Maria dei Miracoli",Santa Maria de' Miracoli sulla Piazza del Popolo,1645,LIT,no,
92,91,Italia,Roma,Madonna del Rosario,6-7-1668,Capitolo,sì,1,church+title+year,santa-maria-del-rosario-nella-chiesa-di-s-michel,"Rome, San Michele a Ripa",Santa Maria del Rosario nella Chiesa di S. Michele a Ripa,1668-07-06,LIT,yes,
93,129,Italia,Roma,Madonna della Salute,5-11-1668,Capitolo,sì,1,church+title+year,santa-maria-della-salute-nella-chiesa-della-mada,"Rome, Santa Maria Maddalena",Santa Maria della Salute nella Chiesa della Madalena,1668,LIT,yes,ERR - Frate Anselmo: data l'incoronazione 6 luglio 1668.
94,67,Italia,Roma,Santa Maria del Presepe,#-#-1669,Capitolo,no,1,,,,,,,,Bombelli: non la cita. Briccolani: non la cita. ERR - Frate Anselmo: data l'incoronazione 26 gennaio 1669.
95,113,Italia,Roma,Madonna della Quercia,6-9-1670,Capitolo,sì,1,church+title+year,santa-maria-della-quercia-rome-santa-maria-della,"Rome, Santa Maria della Quercia",Santa Maria della Quercia,1670,LIT,yes,
96,78,Italia,Roma,Madonna delle Grazie,31-1-1671,Capitolo,sì,1,church+year,santa-maria-in-s-biagio-della-pagnotta-rome-san,"Rome, San Biagio della Pagnotta",Santa Maria in S. Biagio della Pagnotta,1671-01-31,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
97,56,Italia,Roma,Madonna in Cosmedin,23-11-1672,Capitolo,sì,1,church+title+year,santa-maria-in-cosmedin-detta-la-bocca-della-ver,"Rome, Santa Maria in Cosmedin",Santa Maria in Cosmedin detta la Bocca della Verità,1672,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
98,30,Italia,Modena,Santa Maria Ausiliatrice del Popolo Modenese,4-4-1673,#,no,#,,,,,,,,Briccolani: non la cita.
99,149,Italia,Roma,Madonna della Clemenza,15-4-1673,Capitolo,sì,1,church+year,santa-maria-nella-cappella-di-s-aniceto-del-pala,"Rome, Palazzo Altemps, chapel of Sant'Aniceto",Santa Maria nella Cappella di S. Aniceto del Palazzo Altemps,1673-04-12,LIT,yes,"ERR - Bombelli: riporta come anno incoronazione l'anno 2673, mentre nell'immagine è stampato 1673. ERR - Frate Anselmo: data la coronazione 15 aprile 1674."
100,32,Italia,Reggio Emilia,Santa Maria della Ghiara (Ghiaia),13-5-1674,#,no,#,,,,,,,,Briccolani: non la cita.
101,134,Italia,Roma,Madonna delle monache di Sant'Ambrogio,15-11-1674,Capitolo,sì,1,church+title+year,santa-maria-in-s-ambrogio-della-massima-a-piazza,"Rome, Sant'Ambrogio della Massima",Santa Maria in S. Ambrogio della Massima a Piazza Mattei,1674,LIT,yes,
102,96,Italia,Roma,Madonna di San Gioacchino,7-2-1675,Capitolo,sì,1,church+year,santa-maria-in-s-salvatore-delle-cupelle-rome-sa,"Rome, San Salvatore alle Coppelle",Santa Maria in S. Salvatore delle Cupelle,1675,LIT,yes,
103,73,Italia,Roma,Madonna alle cappellette,3-3-1676,Capitolo,sì,1,church+year,santa-maria-nelle-stanze-di-s-ignazio-al-gesu-ro,"Rome, Chiesa del Gesù (Stanze di Sant'Ignazio)",Santa Maria nelle Stanze di S. Ignazio al Gesù,1676-03-03,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
104,121,Italia,Roma,Madonna di Santa Maria in Monterone,6-5-1676,Capitolo,sì,1,church+title+year,santa-maria-in-monterone-rome-santa-maria-in-mon,"Rome, Santa Maria in Monterone",Santa Maria in Monterone,1676-05-06,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
105,131,Italia,Roma,Santa Maria Portae Paradisi,29-7-1676,Capitolo,sì,1,church+title+year,santa-maria-porta-paradisi-in-s-giacomo-degli-in,"Rome, Santa Maria Porta Paradisi",Santa Maria Porta Paradisi in S. Giacomo degli Incurabili,1676-07-29,LIT,yes,Bombelli: corona alla Madonna e al Bambino. Frate Anselmo: la colloca in San Giacomo degli Incurabili.
106,82,Italia,Roma,Madonna della Pietà,6-2-1677,Capitolo,sì,1,church+title+year,santa-maria-della-pieta-nell-oratorio-del-p-cara,"Rome, Oratorio del Caravita",Santa Maria della Pietà nell'Oratorio del P. Caravita,1677,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
107,126,Italia,Roma,Madonna con il Bambino,29-5-1677,Capitolo,sì,1,church+year,s-maria-in-trevi-detta-li-crociferi-rome-santa-m,"Rome, Santa Maria in Trivio (Crociferi)",S. Maria in Trevi detta li Crociferi,1677-05-29,LIT,yes,
108,133,Italia,Roma,Madonna delle Grazie,1-12-1677,Capitolo,sì,1,church+title+year,santa-maria-in-s-adriano-in-campo-vaccino-rome-s,"Rome, Sant'Adriano al Foro",Santa Maria in S. Adriano in Campo Vaccino,1677-12-01,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
109,48,Italia,Roma,Madonna del Rifugio,28-7-1678,Capitolo,sì,1,church+year,santa-maria-delle-grazie-in-s-lorenzo-in-lucina,"Rome, San Lorenzo in Lucina (Madonna delle Grazie)",Santa Maria delle Grazie in S. Lorenzo in Lucina,1678-07-28,LIT,yes,Bombelli: corona alla Madonna e al Bambino. ERR - Frate Anselmo: la titola anche Madonna delle Grazie.
110,65,Italia,Roma,Madonna della Purità,7-12-1678,Capitolo,sì,1,church+title+year,santa-maria-della-purita-in-s-andrea-della-valle,"Rome, Sant'Andrea della Valle",Santa Maria della Purità in S. Andrea della Valle,1678,LIT,yes,Bombelli: corona alla Madonna e al Bambino.
111,71,Italia,Roma,Madonna delle Grazie,13-3-1679,Capitolo,sì,1,church+year,santa-maria-in-s-vincenzo-ed-anastasio-a-trevi-r,"Rome, Santi Vincenzo e Anastasio a Trevi","Santa Maria in S. Vincenzo, ed Anastasio a Trevi",1679-03-13,LIT,yes,ERR - Bombelli: data l'incoronazione 13 marzo 1679. ERR - Frate Anselmo: data l'incoronazione 13 marzo 1679. La data del decreto è posteriore a quella dell'incoronazione.
112,148,Italia,Roma,Madonna delle Gioie,8-7-1679,Capitolo,sì,1,church+year,santa-maria-nell-oratorio-vicino-alla-scala-sant,"Rome, Scala Santa",Santa Maria nell'Oratorio vicino alla Scala Santa,1679-07-08,LIT,yes,Frate Anselmo: la titola Santa Maria.
113,205,Italia,Montepulciano,Madonna di San Biagio,12-10-1681,Capitolo,sì,1,place+title+year,santa-maria-in-s-biagio-di-montepulciano-montepu,"Montepulciano, San Biagio",Santa Maria in S. Biagio di Montepulciano,1681,LIT,yes,ERR - Frate Anselmo: scambia la data di incoronazione con quella del decreto.
114,207,Italia,Siena,Madonna di Provenzano,1-11-1681,Capitolo,sì,1,place+title+year,santa-maria-di-provenzano-siena-provenzano,Siena (Provenzano),Santa Maria di Provenzano,1681,LIT,yes,
115,152,Italia,Velletri,Madonna delle Grazie,2-5-1682,Capitolo,sì,1,place+title+year,santa-maria-delle-grazie-di-velletri-velletri,Velletri,Santa Maria delle Grazie di Velletri,1682,LIT,yes,
116,172,Italia,Ripatransone,Madonna di San Giovanni,10-5-1682,Capitolo,sì,1,place+year,s-maria-di-ripatransone-ripatransone,Ripatransone,S. Maria di Ripatransone,1682,LIT,yes,ERR - Frate Anselmo: la colloca in San Giovanni.
